Name,FQDN,Class,Is Virtual,Location,IP Address,Sub-Environment,Operational Status,Status (install_status),Operating System,OS Version,PCI Designation
paz1esxpl942,paz1esxpl942.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.217,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl943,paz1esxpl943.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.218,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl944,paz1esxpl944.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.219,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl945,paz1esxpl945.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.220,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl946,paz1esxpl946.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.221,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl947,paz1esxpl947.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.222,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl948,paz1esxpl948.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.223,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl949,paz1esxpl949.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.162,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl950,paz1esxpl950.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.163,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl951,paz1esxpl951.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.164,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl952,paz1esxpl952.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.165,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl953,paz1esxpl953.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.166,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl954,paz1esxpl954.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.167,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl955,paz1esxpl955.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.168,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl956,paz1esxpl956.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.169,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl957,paz1esxpl957.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.170,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl958,paz1esxpl958.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.171,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl959,paz1esxpl959.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.172,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-24784735,Not PCI related
paz1esxpl960,paz1esxpl960.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.173,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl961,paz1esxpl961.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.174,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl962,paz1esxpl962.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.175,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl963,paz1esxpl963.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.176,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl964,paz1esxpl964.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.177,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl965,paz1esxpl965.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.178,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl966,paz1esxpl966.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.179,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl967,paz1esxpl967.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.187,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl968,paz1esxpl968.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.188,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl969,paz1esxpl969.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.189,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl970,paz1esxpl970.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.190,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl971,paz1esxpl971.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.191,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl972,paz1esxpl972.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.102.192,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl973,paz1esxpl973.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.26,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl974,paz1esxpl974.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.27,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl975,paz1esxpl975.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.28,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl976,paz1esxpl976.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.29,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl977,paz1esxpl977.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.30,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl978,paz1esxpl978.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.31,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl979,paz1esxpl979.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.32,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl980,paz1esxpl980.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.33,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl981,paz1esxpl981.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.34,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl982,paz1esxpl982.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.35,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl983,paz1esxpl983.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.36,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl984,paz1esxpl984.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.37,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl985,paz1esxpl985.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.38,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl986,paz1esxpl986.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.39,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl987,paz1esxpl987.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.40,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl988,paz1esxpl988.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.41,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl989,paz1esxpl989.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.42,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl990,paz1esxpl990.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.43,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl991,paz1esxpl991.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.44,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl992,paz1esxpl992.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.45,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl993,paz1esxpl993.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.46,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl994,paz1esxpl994.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.47,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl995,paz1esxpl995.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.48,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl996,paz1esxpl996.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.49,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl997,paz1esxpl997.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.50,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl998,paz1esxpl998.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.51,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1esxpl999,paz1esxpl999.corp.cvscaremark.com,ESX Server,FALSE,Scottsdale-9501 East Shea Blvd,10.214.103.52,PROD,Operational,Installed,ESX,VMware ESXi 8.0.3 build-25067014,Not PCI related
paz1etlapl10p,paz1etlapl10p.corp.cvscaremark.com,Linux Server,FALSE,Woonsocket-1 CVS Drive,10.217.161.252,,Non-Operational,Retired,Linux Red Hat,7.9,
paz1etlapl11p,paz1etlapl11p.corp.cvscaremark.com,Linux Server,FALSE,Woonsocket-1 CVS Drive,10.217.161.253,,Non-Operational,Retired,Linux Red Hat,7.9,
paz1etlddl1v,,Linux Server,TRUE,,10.124.222.17,,Non-Operational,Retired,Red Hat Enterprise Linux Server Release 7.9 (maipo),7.9,
paz1etldpl1v,paz1etldpl1v.corp.cvscaremark.com,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.22.230,PROD,Operational,Installed,Linux Red Hat,7.9,Not PCI related
paz1etlwdl10v,paz1etlwdl10v.corp.cvscaremark.com,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.133.62,DEV,Operational,Installed,Linux Red Hat,7.9,Not PCI related
paz1evmapw1v,paz1evmapw1v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.93.24.164,PROD,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1evmapw2v,paz1evmapw2v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.93.24.168,PROD,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1evmapw3v,paz1evmapw3v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.93.24.166,PROD,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1evmapw4v,paz1evmapw4v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.93.24.167,PROD,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1ewbwpw10v,paz1ewbwpw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.156.203,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ewbwpw11v,paz1ewbwpw11v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.160.127,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ewbwtw10v,paz1ewbwtw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.137.1,UAT,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ewbwtw11v,paz1ewbwtw11v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.137.58,UAT,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ewswpl1v,paz1ewswpl1v.corp.cvscaremark.com,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.220.38,PROD,Operational,Installed,Linux Red Hat,7.9,Not PCI related
paz1ewswpl2v,paz1ewswpl2v.corp.cvscaremark.com,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.220.39,PROD,Operational,Installed,Linux Red Hat,7.9,Not PCI related
paz1expcapl1p,paz1expcapl1p.corp.cvscaremark.com,Appliance,FALSE,,10.217.161.110,PROD,Operational,Installed,Cisco Linux,5.7.8,Not PCI related
paz1expcapl2p,paz1expcapl2p.corp.cvscaremark.com,Appliance,FALSE,,10.217.161.111,PROD,Operational,Installed,Cisco Linux,5.7.8,Not PCI related
paz1expeapl1p,paz1expeapl1p.corp.cvscaremark.com,Appliance,FALSE,,204.99.17.206,PROD,Operational,Installed,Cisco Linux,5.7.8,Not PCI related
paz1expeapl2p,paz1expeapl2p.corp.cvscaremark.com,Appliance,FALSE,,204.99.17.207,PROD,Operational,Installed,Cisco Linux,5.7.8,Not PCI related
paz1eyeapw01v,paz1eyeapw01v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.123.49.30,PROD,Operational,Installed,Windows 2012 R2 Standard,6.3.9600,Not PCI related
paz1ezqadw10v,paz1ezqadw10v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.217.188.217,DEV,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqapw10v,paz1ezqapw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.189.21,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqapw11v,paz1ezqapw11v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.189.22,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqapw12v,paz1ezqapw12v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.189.23,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqapw13v,paz1ezqapw13v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.189.24,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqapw14v,paz1ezqapw14v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.188.222,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqauw10v,paz1ezqauw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.145.70,UAT,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1ezqauw11v,paz1ezqauw11v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.138.1,UAT,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1ezqauw12v,paz1ezqauw12v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.138.0,UAT,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1ezqauw13v,paz1ezqauw13v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.138.2,UAT,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1ezqauw14v,paz1ezqauw14v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.188.219,UAT,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqauw30v,paz1ezqauw30v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.246.11,UAT,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqauw31v,paz1ezqauw31v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.124.246.12,UAT,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqauw32v,paz1ezqauw32v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.124.246.16,UAT,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqauw33v,paz1ezqauw33v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Texas,10.124.246.18,UAT,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqdpw10v,paz1ezqdpw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.188.180,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqdpw11v,paz1ezqdpw11v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.217.188.224,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqdtw10v,paz1ezqdtw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.185.31,DEV,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqduw10v,paz1ezqduw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.185.100,UAT,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1ezqduw11v,paz1ezqduw11v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.185.11,UAT,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqduw12v,paz1ezqduw12v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.124.244.14,UAT,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqwdw10v,paz1ezqwdw10v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.217.188.218,DEV,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqwpw10v,paz1ezqwpw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.189.25,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqwpw11v,paz1ezqwpw11v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.217.188.223,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1ezqwpw12v,paz1ezqwpw12v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.124.244.16,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqwtw11v,paz1ezqwtw11v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Virginia,10.124.246.21,CTE,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1ezqwuw10v,paz1ezqwuw10v.corp.cvscaremark.com,Windows Server,TRUE,Offshore/Offsite CW,10.217.188.220,UAT,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1faxapw11v,,Windows Server,TRUE,,,,Non-Operational,Retired,Windows Server 2016 Standard,,
paz1faxapw12v,,Windows Server,TRUE,,,,Non-Operational,Retired,Windows Server 2016 Standard,,
paz1faxapw13p,,Windows Server,FALSE,,,,Non-Operational,Retired,Windows Server 2016 Standard,,
paz1faxapw14p,,Windows Server,FALSE,,,,Non-Operational,Retired,Windows Server 2016 Standard,,
paz1faxapw15p,,Windows Server,FALSE,,,,Non-Operational,Retired,Windows Server 2016 Standard,,
paz1faxapw16p,,Windows Server,FALSE,,,,Non-Operational,Retired,Windows Server 2016 Standard,,
paz1faxatw11v,paz1faxatw11v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-California,10.249.137.143,TEST,Operational,In Maintenance,Windows 2016 Standard,10.0.14393,Not PCI related
paz1faxpw10v,,Windows Server,TRUE,,,,Non-Operational,Retired,Windows Server 2016 Standard,10.0.14393,
paz1fazadw10v,paz1fazadw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.138.194,DEV,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazapw10v,paz1fazapw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.156.150,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazapw11v,paz1fazapw11v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Ohio,10.249.156.151,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazapw12v,paz1fazapw12v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Ohio,10.249.160.72,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazapw14v,paz1fazapw14v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Ohio,10.249.160.73,PROD,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazaqw10v,paz1fazaqw10v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Ohio,10.249.138.199,QA,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazddw10v,paz1fazddw10v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Ohio,10.124.187.29,DEV,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fazdqw10v,paz1fazdqw10v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Ohio,10.124.187.24,QA,Operational,Installed,Windows 2019 Standard,10.0.17763,Not PCI related
paz1fdmddw10v,paz1fdmddw10v.corp.cvscaremark.com,Windows Server,TRUE,,10.249.136.19,DEV,Non-Operational,Retired,Windows Server 2016 Standard,10.0.14393,Not PCI related
paz1fdmdpw10p,paz1fdmdpw10p.corp.cvscaremark.com,Windows Server,FALSE,,10.217.241.241,PROD,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1fdmduw10v,paz1fdmduw10v.corp.cvscaremark.com,Windows Server,TRUE,,10.249.144.15,QA,Non-Operational,Retired,Windows 2016 Standard,10.0.14393,Not PCI related
paz1fhaatw10v,paz1fhaatw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.137.75,UAT,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1fmaapp10v,paz1fmaapp10v.corp.cvscaremark.com.,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.123.48.144,PROD,Non-Operational,Retired,CentOS 4/5/6,,Not PCI related
paz1fmcapp10v,paz1fmcapp10v.corp.cvscaremark.com.,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.123.48.146,PROD,Non-Operational,Retired,CentOS 4/5/6,,Not PCI related
paz1fmcapp11v,paz1fmcapp11v.corp.cvscaremark.com.,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.123.48.147,PROD,Non-Operational,Retired,CentOS 4/5/6,,Not PCI related
paz1fmddpp10v,paz1fmddpp10v.corp.cvscaremark.com,Linux Server,TRUE,Scottsdale-9501 East Shea Blvd,10.123.48.145,PROD,Non-Operational,Retired,CentOS 4/5/6,,Not PCI related
paz1fnewpw10v,paz1fnewpw10v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.144.129,PROD,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1fnewpw11v,paz1fnewpw11v.corp.cvscaremark.com,Windows Server,TRUE,Work At Home-Texas,10.249.144.130,PROD,Operational,Installed,Windows 2016 Standard,10.0.14393,Not PCI related
paz1fnewpw30v,paz1fnewpw30v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.144.11,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
paz1fnewpw31v,paz1fnewpw31v.corp.cvscaremark.com,Windows Server,TRUE,Scottsdale-9501 East Shea Blvd,10.249.144.140,PROD,Operational,Installed,Windows 2022 Standard,10.0.20348,Not PCI related
