apm_id,application_acronym,enterprise_heritage,application_name,application_environment,competitively_sensitive,risk_tier,fqdn,server_designation,server_site,ip_address
APM0013417,AVAYAAES,AETNA,Avaya AES,PROD,No,Low Risk,vawpaes40vqm.aetna.com,Not PCI related,Windsor-570 Pigeon Hill Data Ctr,10.105.243.92
APM0013417,AVAYAAES,AETNA,Avaya AES,PROD,No,Low Risk,azshc5aes01a.caremarkrx.net,Not PCI related,,10.124.165.75
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,vampaes20icm.aetna.com,Not PCI related,,10.104.243.84
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,eaz1aaesppxx4bv.caremarkrx.net,Not PCI related,,10.124.166.65
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,paz1aesaup3v.corp.cvscaremark.com,Not PCI related,,10.217.175.121
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,eaz1acmspp03v.corp.cvscaremark.com,Not PCI related,,10.124.161.53
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,eaz1aaespp03m1bv.corp.cvscaremark.com,Not PCI related,,10.124.162.72
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,vawpaaeppp2v.corp.cvscaremark.com,Not PCI related,,10.105.228.142
APM0013417,AVAYAAES,AETNA,Avaya AES,PROD,No,Low Risk,vawpaes20vqm.aetna.com,Not PCI related,Windsor-570 Pigeon Hill Data Ctr,10.105.243.89
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,eaz1aaesppshiv.corp.cvscaremark.com,Not PCI related,,10.124.162.68
APM0013417,AVAYAAES,AETNA,Avaya AES,PROD,No,Low Risk,vawpaes50vqm.aetna.com,Not PCI related,Windsor-570 Pigeon Hill Data Ctr,10.105.243.93
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,rismc7aes03.corp.cvscaremark.com,Not PCI related,,10.215.4.56
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,riwsc7aes03avp.corp.cvscaremark.com,Not PCI related,,10.18.236.131
APM0013417,AVAYAAES,AETNA,Avaya AES,PROD,No,Low Risk,vampaeslp01.aetna.com,Not PCI related,,10.104.227.98
APM0013417,AVAYAAES,AETNA,Avaya AES,PROD,No,Low Risk,vawpaes05vqm.aetna.com,Not PCI related,Windsor-570 Pigeon Hill Data Ctr,10.105.243.84
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,vampaes20vqm.aetna.com,Not PCI related,,10.104.243.89
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,vampaes80icm.aetna.com,Not PCI related,,10.104.227.90
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,eri1aaespp03m2av.corp.cvscaremark.com,Not PCI related,,10.228.102.71
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,riwsc7aes03.corp.cvscaremark.com,Not PCI related,,10.18.236.130
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,paz1aesaup1v.corp.cvscaremark.com,Not PCI related,,10.217.175.21
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,paz1acoapp14v.corp.cvscaremark.com,Not PCI related,,10.124.161.80
APM0013417,AVAYAAES,AETNA,Avaya AES,,No,Low Risk,eaz1aaespp03iv.corp.cvscaremark.com,Not PCI related,,10.124.166.73
APM0001447,AdminSuite,AETNA,Admin Suite,PROD,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,PROD,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,PROD,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,QA,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,PROD,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,QA,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,QA,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,PROD,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,QA,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,QA,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,QA,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0001447,AdminSuite,AETNA,Admin Suite,PROD,No,Low Risk,,,Phoenix-4025 E. Cotton Center,
APM0013523,HEQ,AETNA,Enterprise Member Profile,PROD,No,Low Risk,us-east4-edp-prod-anbc-het--b118a0a8-bucket,Not PCI related,,10.247.83.240/28
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,DR,No,Low Risk,raz1rxdwplxdb02.corp.cvscaremark.com,Not PCI related,,10.214.170.52
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,PROD,No,Low Risk,rri2rxdwplxdb03.corp.cvscaremark.com,Not PCI related,,10.220.188.102
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,PROD,No,Low Risk,rri2rxdwplxdb02.corp.cvscaremark.com,Not PCI related,,10.220.188.101
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,DR,No,Low Risk,raz1rxdwplxdb01.corp.cvscaremark.com,Not PCI related,,10.214.170.51
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,PROD,No,Low Risk,rri2rxdwplxdb04.corp.cvscaremark.com,Not PCI related,,10.220.188.103
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,DR,No,Low Risk,raz1rxdwplxdb03.corp.cvscaremark.com,Not PCI related,,10.214.170.53
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,PROD,No,Low Risk,rri2rxdwplxdb01.corp.cvscaremark.com,Not PCI related,,10.220.188.100
APM0001281,AccountingAndDisclosureSy,CVS,ACCOUNTING AND DISCLOSURE SYSTEM,DR,No,Low Risk,raz1rxdwplxdb04.corp.cvscaremark.com,Not PCI related,,10.214.170.54
APM0002443,AssistedInventoryManageme,CVS,ASSISTED INVENTORY MANAGEMENT (MAINFRAME),PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0002448,AssumedReceipts,CVS,ASSUMED RECEIPTS,PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0002712,BCDCM,CVS,BCD-CM,Non-prod,No,Low Risk,caresource-nfs-ubuntu.reddog.microsoft.com,Not PCI related,Central US Azure,10.223.148.134
APM0002844,BillingSystemMainframeBi,CVS,BILLING SYSTEM (MAINFRAME BI),PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,TEST,No,Low Risk,DCU9.PSD.CAREMARK.INT,Not PCI related,,198.187.113.95
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,TRAINING,No,Low Risk,trnihs2b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.14.22
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,PROD,No,Low Risk,tstora9a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.94.52.30
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,DEV1,No,Low Risk,tstdbs1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.151
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,SIT 1.00,No,Low Risk,tstdbs4.internal.pcshs.com,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.23
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,PROD,No,Low Risk,DCU3.CAREMARKRX.NET,PCI,,198.187.113.100
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0003120,CmpInternal,CVS,CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL,PROD,No,Low Risk,tstora9a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.94.52.30
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),SIT 1.00,No,High Risk,tstdbs4.internal.pcshs.com,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.23
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),DR,No,High Risk,prdudb2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,198.187.114.130
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),DEV,No,High Risk,tsteds3.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.42.86
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),PROD,No,High Risk,prdeds1c.caremarkrx.net,PCI Security Tool,Scottsdale-9501 East Shea Blvd,204.99.35.204
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),PROD,No,High Risk,prdihs1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.2.38
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),DEV,No,High Risk,tsteds1.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.105
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),DEV,No,High Risk,tsteds2.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.41.53
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),DEV1,No,High Risk,tstdbs1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.151
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),DR,No,High Risk,prdudb2b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,198.187.114.40
APM0003124,CaremarkDotComCcaCos,CVS,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),PROD,No,High Risk,prdpcd1.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.8.84
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),PROD,No,Low Risk,prdpcd1.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.8.84
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),SIT 1.00,No,Low Risk,tstdbs4.internal.pcshs.com,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.23
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),DEV1,No,Low Risk,tstdbs1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.151
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),DEV,No,Low Risk,tsteds2.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.41.53
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),DEV,No,Low Risk,tsteds3.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.42.86
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),DEV,No,Low Risk,tsteds1.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.105
APM0003126,CaremarkDotComCcaRxp,CVS,CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP),PROD,No,Low Risk,prdeds1c.caremarkrx.net,PCI Security Tool,Scottsdale-9501 East Shea Blvd,204.99.35.204
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),SIT 1.00,No,High Risk,tstdbs4.internal.pcshs.com,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.23
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),DEV,No,High Risk,tsteds2.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.41.53
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),DEV,No,High Risk,tsteds1.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.105
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),DEV,No,High Risk,tsteds3.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.42.86
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),DR,No,High Risk,prdudb2b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,198.187.114.40
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),PROD,No,High Risk,prdeds1c.caremarkrx.net,PCI Security Tool,Scottsdale-9501 East Shea Blvd,204.99.35.204
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),DR,No,High Risk,prdudb2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,198.187.114.130
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),DEV1,No,High Risk,tstdbs1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.151
APM0003127,CaremarkDotComCca,CVS,CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA),PROD,No,High Risk,prdpcd1.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.8.84
APM0003296,CentralDirectStoreDeliver,CVS,CENTRAL DIRECT STORE DELIVERY TOOL (DSD),TEST,No,Low Risk,rri1sstd1a.cvs.com,Not PCI related,Woonsocket-1 CVS Drive,10.18.14.141
APM0003296,CentralDirectStoreDeliver,CVS,CENTRAL DIRECT STORE DELIVERY TOOL (DSD),PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0003347,CheckAuthorization,CVS,CHECK AUTHORIZATION,PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0003350,CheckImages,CVS,CHECK IMAGES,PROD,No,High Risk,rri2omndta3b.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.220.49.252
APM0003350,CheckImages,CVS,CHECK IMAGES,PROD,No,High Risk,rri2omndta3b.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.220.49.252
APM0003396,CIIM,CVS,CIIM,UAT,No,Low Risk,rac2cimdul10v.corp.cvscaremark.com,Not PCI related,East US 2 Azure,10.155.97.100
APM0003396,CIIM,CVS,CIIM,UAT,No,Low Risk,rac2cimdul10v.corp.cvscaremark.com,Not PCI related,East US 2 Azure,10.155.97.100
APM0003396,CIIM,CVS,CIIM,UAT,No,Low Risk,rac2cimdul10v.corp.cvscaremark.com,Not PCI related,East US 2 Azure,10.155.97.100
APM0003408,CiscoICM,CVS,CISCO ICM,TEST,No,Low Risk,vappwdepmpp02.aetna.com,,,167.69.182.21
APM0003408,CiscoICM,CVS,CISCO ICM,TEST,No,Low Risk,vappmtepmpp01.aetna.com,,,157.121.50.96
APM0003408,CiscoICM,CVS,CISCO ICM,TEST,No,Low Risk,vappwdepmpp01.aetna.com,,,167.69.182.20
APM0003408,CiscoICM,CVS,CISCO ICM,TEST,No,Low Risk,vappmtepmpp02.aetna.com,,,157.121.50.97
APM0003524,Claims2Work,CVS,CLAIMS2WORK,PROD,Yes,Medium Risk,rri2omndta2b.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.220.49.250
APM0003524,Claims2Work,CVS,CLAIMS2WORK,PROD,Yes,Medium Risk,rri2omndta2b.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.220.49.250
APM0003560,ClientServicesLoginCsl,CVS,CLIENT SERVICES LOGIN (CSL),PROD,No,Low Risk,prdudb3b.caremarkrx.net,PCI Security Tool,Scottsdale-9501 East Shea Blvd,198.187.114.47
APM0003560,ClientServicesLoginCsl,CVS,CLIENT SERVICES LOGIN (CSL),PROD,No,Low Risk,DCU3.CAREMARKRX.NET,PCI,,198.187.113.100
APM0003560,ClientServicesLoginCsl,CVS,CLIENT SERVICES LOGIN (CSL),PROD,No,Low Risk,DCU3.CAREMARKRX.NET,PCI,,198.187.113.100
APM0004102,CreditCardSettlement,CVS,CREDIT CARD SETTLEMENT,PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0004356,DataWarehouseZeus,CVS,DATA WAREHOUSE - ZEUS,SIT 1.00,Yes,Low Risk,tstdbs4.internal.pcshs.com,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.23
APM0004588,DispensingPps,CVS,DISPENSING - PPS,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0004588,DispensingPps,CVS,DISPENSING - PPS,TEST,No,Low Risk,tstpps4a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.168
APM0004594,DispensingTristar,CVS,DISPENSING - TRISTAR,SIT 1.00,No,Low Risk,tsttrs4a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.21
APM0004594,DispensingTristar,CVS,DISPENSING - TRISTAR,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0004594,DispensingTristar,CVS,DISPENSING - TRISTAR,DEV1,No,Low Risk,tstdbs1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.40.151
APM0004594,DispensingTristar,CVS,DISPENSING - TRISTAR,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0004594,DispensingTristar,CVS,DISPENSING - TRISTAR,DEV2,No,Low Risk,tsttrs2.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.41.21
APM0004594,DispensingTristar,CVS,DISPENSING - TRISTAR,SIT 1.00,No,Low Risk,tstdbs4.internal.pcshs.com,Not PCI related,Scottsdale-9501 East Shea Blvd,204.99.43.23
APM0004685,DsdVendorPortal,CVS,DSD VENDOR PORTAL,TEST,No,Low Risk,rri1sstd1b.cvs.com,Not PCI related,Woonsocket-1 CVS Drive,10.18.64.125
APM0004685,DsdVendorPortal,CVS,DSD VENDOR PORTAL,TEST,No,Low Risk,rri1sstd1b.cvs.com,Not PCI related,Woonsocket-1 CVS Drive,10.18.64.125
APM0004685,DsdVendorPortal,CVS,DSD VENDOR PORTAL,TEST,No,Low Risk,rri1sstd1a.cvs.com,Not PCI related,Woonsocket-1 CVS Drive,10.18.14.141
APM0005116,EligibilityBeans,CVS,ELIGIBILITY BEANS,PROD,No,Low Risk,prdecs2a.caremarkrx.net,PCI,Scottsdale-9501 East Shea Blvd,10.93.134.33
APM0005116,EligibilityBeans,CVS,ELIGIBILITY BEANS,TEST,No,Low Risk,DCU9.PSD.CAREMARK.INT,Not PCI related,,198.187.113.95
APM0005116,EligibilityBeans,CVS,ELIGIBILITY BEANS,CTE,No,Low Risk,tstecs9a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.94.52.11
APM0005116,EligibilityBeans,CVS,ELIGIBILITY BEANS,PROD,No,Low Risk,DCU3.CAREMARKRX.NET,PCI,,198.187.113.100
APM0005116,EligibilityBeans,CVS,ELIGIBILITY BEANS,CTE,No,Low Risk,CTEN1.INTERNAL.PCSHS.COM,Not PCI related,,10.94.66.80
APM0005116,EligibilityBeans,CVS,ELIGIBILITY BEANS,PROD,No,Low Risk,prdecs2b.caremarkrx.net,PCI,Scottsdale-9501 East Shea Blvd,10.93.134.34
APM0005278,EnterpriseContentManagerE,CVS,ENTERPRISE CONTENT MANAGER (ECM),DEV,No,Low Risk,paz1cecdda4a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.73.163
APM0005278,EnterpriseContentManagerE,CVS,ENTERPRISE CONTENT MANAGER (ECM),DEV1,No,Low Risk,paz1cecada4b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.73.159
APM0005278,EnterpriseContentManagerE,CVS,ENTERPRISE CONTENT MANAGER (ECM),DEV1,No,Low Risk,paz1cecada4a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.73.158
APM0005278,EnterpriseContentManagerE,CVS,ENTERPRISE CONTENT MANAGER (ECM),DEV,No,Low Risk,paz1cecdda4b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.73.164
APM0005613,ExtracareCallCenterApplic,CVS,EXTRACARE CALL CENTER APPLICATION (CRM),DR,No,Low Risk,raz1crmgrl1p.cvs.com,Not PCI related,,10.93.15.197
APM0005613,ExtracareCallCenterApplic,CVS,EXTRACARE CALL CENTER APPLICATION (CRM),DR,No,Low Risk,raz1crmgrl2p.cvs.com,Not PCI related,,10.93.15.196
APM0005696,FedbPharmacyPayments,CVS,FEDB - PHARMACY PAYMENTS,DEV,No,Low Risk,PHXN2.INTERNAL.PCSHS.COM,PCI Connected,,204.99.53.30
APM0005696,FedbPharmacyPayments,CVS,FEDB - PHARMACY PAYMENTS,PROD,No,Low Risk,PHXN3.INTERNAL.PCSHS.COM,Not PCI related,,204.99.1.30
APM0005732,FileTrackerXmlBuilder,CVS,FILE TRACKER - XML BUILDER,PROD,No,Low Risk,tstora9a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.94.52.30
APM0005732,FileTrackerXmlBuilder,CVS,FILE TRACKER - XML BUILDER,PROD,No,Low Risk,tstora9a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.94.52.30
APM0005732,FileTrackerXmlBuilder,CVS,FILE TRACKER - XML BUILDER,TEST,No,Low Risk,paz1stsms1a1b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.93.74.245
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,TEST,No,Low Risk,paz1bnbws4a2b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.35
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,TEST,No,Low Risk,paz1bnbwu1a2b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.39
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,QA,No,Low Risk,paz1bnbwu2a1a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.23
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,TEST,No,Low Risk,paz1bnbws5a2b.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.37
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,TEST,No,Low Risk,paz1bnbws5a2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.36
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,DEV,No,Low Risk,paz1bnbwd5a2.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.33
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,DEV,No,Low Risk,tstora2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.119.128.149
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,DEV,No,Low Risk,paz1bnbwd4a2.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.32
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,TEST,No,Low Risk,paz1bnbwu1a2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.38
APM0005852,FormularyManagementSystem,CVS,Formulary Management System,TEST,No,Low Risk,paz1bnbws4a2a.caremarkrx.net,Not PCI related,Scottsdale-9501 East Shea Blvd,10.123.140.34
APM0007003,InsuranceEobDisplay,CVS,INSURANCE EOB DISPLAY,PROD,Yes,Low Risk,rri2omndta3b.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.220.49.252
APM0007003,InsuranceEobDisplay,CVS,INSURANCE EOB DISPLAY,PROD,Yes,Low Risk,rri2omndta3b.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.220.49.252
APM0007004,IntegratedBalanceManageme,CVS,INTEGRATED BALANCE MANAGEMENT REPOSITORY (IBMR),TEST,No,Low Risk,DCU9.PSD.CAREMARK.INT,Not PCI related,,198.187.113.95
APM0007004,IntegratedBalanceManageme,CVS,INTEGRATED BALANCE MANAGEMENT REPOSITORY (IBMR),PROD,No,Low Risk,DCU3.CAREMARKRX.NET,PCI,,198.187.113.100
APM0007026,IntegrationClientAdmin,CVS,INTEGRATION CLIENT ADMIN,TEST,No,Low Risk,DCU9.PSD.CAREMARK.INT,Not PCI related,,198.187.113.95
APM0007026,IntegrationClientAdmin,CVS,INTEGRATION CLIENT ADMIN,PROD,No,Low Risk,DCU3.CAREMARKRX.NET,PCI,,198.187.113.100
APM0007026,IntegrationClientAdmin,CVS,INTEGRATION CLIENT ADMIN,PROD,No,Low Risk,,,,
APM0007101,InventoryReportingMainfra,CVS,INVENTORY REPORTING (MAINFRAME IR IV),PROD,No,Low Risk,MFCVSP.CVS.COM,PCI Connected,,10.221.12.250
APM0007102,InventorySynchronizationT,CVS,INVENTORY SYNCHRONIZATION TOOL,QA,No,Low Risk,rri2omdxaua3a.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.221.14.108
APM0007102,InventorySynchronizationT,CVS,INVENTORY SYNCHRONIZATION TOOL,DEV,No,Low Risk,rri2omdxada1.corp.cvscaremark.com,Not PCI related,Cumberland-2100 Highland Corp,10.221.14.83
